City,Latitude,Country,Hemisphere,Type,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Reykjavík,64.13,Iceland,north,64N-90N,-1.09,-0.94,-1.52,-0.44,-1.4,-1.23,-1.3,-1.61,-1.52,-0.9,-1.33,-1.36,-1.35,-0.95,-1.41,-0.98,-1.3,-0.78,-1.24,-1.09,-0.64,-0.6,-1.66,-0.55,-0.32,-0.22,-0.42,-0.78,-0.49,-0.83,-0.76,-0.43,-0.68,-0.7,-0.62,-0.63,-0.4,-0.72,-1.28,-0.93,-0.08,-0.15,-0.51,0.01,0.18,-0.27,0.39,-0.13,0.52,-0.04,0.37,0.35,0.17,-0.47,0.59,0.12,0.12,0.96,1.06,0.45,0.86,-0.21,0.27,1.1,0.95,0.37,-0.2,0.86,0.07,0.13,-0.01,-0.02,0.12,0.82,0.51,-0.44,-0.28,0.04,-0.09,0.44,0.34,-0.14,0.67,0.01,-0.66,-0.19,-0.69,0.46,-0.23,0.04,-0.18,-0.08,-0.41,0.21,-0.27,0.19,-0.06,0.19,-0.06,-0.58,0.33,1.31,-0.33,0.31,0.33,0.3,0.03,-0.27,0.81,0.43,0.64,0.79,-0.14,0.64,0.38,1.37,0.84,0.78,1,0.48,1.15,1.09,1.38,1.57,0.65,2.05,1.63,1.9,1.36,1.19,1.96,2.06,1.87,1.2,1.82,1.71,3.06,2.18
Nuuk,64.17,Greenland,north,64N-90N,-1.09,-0.94,-1.52,-0.44,-1.4,-1.23,-1.3,-1.61,-1.52,-0.9,-1.33,-1.36,-1.35,-0.95,-1.41,-0.98,-1.3,-0.78,-1.24,-1.09,-0.64,-0.6,-1.66,-0.55,-0.32,-0.22,-0.42,-0.78,-0.49,-0.83,-0.76,-0.43,-0.68,-0.7,-0.62,-0.63,-0.4,-0.72,-1.28,-0.93,-0.08,-0.15,-0.51,0.01,0.18,-0.27,0.39,-0.13,0.52,-0.04,0.37,0.35,0.17,-0.47,0.59,0.12,0.12,0.96,1.06,0.45,0.86,-0.21,0.27,1.1,0.95,0.37,-0.2,0.86,0.07,0.13,-0.01,-0.02,0.12,0.82,0.51,-0.44,-0.28,0.04,-0.09,0.44,0.34,-0.14,0.67,0.01,-0.66,-0.19,-0.69,0.46,-0.23,0.04,-0.18,-0.08,-0.41,0.21,-0.27,0.19,-0.06,0.19,-0.06,-0.58,0.33,1.31,-0.33,0.31,0.33,0.3,0.03,-0.27,0.81,0.43,0.64,0.79,-0.14,0.64,0.38,1.37,0.84,0.78,1,0.48,1.15,1.09,1.38,1.57,0.65,2.05,1.63,1.9,1.36,1.19,1.96,2.06,1.87,1.2,1.82,1.71,3.06,2.18
Longyearbyen,78.20,Svalbard,north,64N-90N,-1.09,-0.94,-1.52,-0.44,-1.4,-1.23,-1.3,-1.61,-1.52,-0.9,-1.33,-1.36,-1.35,-0.95,-1.41,-0.98,-1.3,-0.78,-1.24,-1.09,-0.64,-0.6,-1.66,-0.55,-0.32,-0.22,-0.42,-0.78,-0.49,-0.83,-0.76,-0.43,-0.68,-0.7,-0.62,-0.63,-0.4,-0.72,-1.28,-0.93,-0.08,-0.15,-0.51,0.01,0.18,-0.27,0.39,-0.13,0.52,-0.04,0.37,0.35,0.17,-0.47,0.59,0.12,0.12,0.96,1.06,0.45,0.86,-0.21,0.27,1.1,0.95,0.37,-0.2,0.86,0.07,0.13,-0.01,-0.02,0.12,0.82,0.51,-0.44,-0.28,0.04,-0.09,0.44,0.34,-0.14,0.67,0.01,-0.66,-0.19,-0.69,0.46,-0.23,0.04,-0.18,-0.08,-0.41,0.21,-0.27,0.19,-0.06,0.19,-0.06,-0.58,0.33,1.31,-0.33,0.31,0.33,0.3,0.03,-0.27,0.81,0.43,0.64,0.79,-0.14,0.64,0.38,1.37,0.84,0.78,1,0.48,1.15,1.09,1.38,1.57,0.65,2.05,1.63,1.9,1.36,1.19,1.96,2.06,1.87,1.2,1.82,1.71,3.06,2.18
King Edward Point,-54.27,South Georgia and the South Sandwich Islands,south,64S-44S,0.05,-0.07,0.04,0.07,-0.02,-0.15,-0.2,-0.26,-0.23,-0.15,-0.27,-0.24,-0.22,-0.21,-0.35,-0.32,-0.14,-0.28,-0.21,-0.22,-0.29,-0.34,-0.43,-0.4,-0.49,-0.37,-0.23,-0.37,-0.48,-0.52,-0.45,-0.52,-0.29,-0.4,-0.18,-0.23,-0.17,-0.09,-0.22,-0.32,-0.48,-0.38,-0.28,-0.41,-0.46,-0.54,-0.45,-0.45,-0.48,-0.44,-0.47,-0.4,-0.53,-0.49,-0.38,-0.42,-0.33,-0.25,-0.11,-0.19,-0.2,-0.15,-0.05,0,-0.09,0,-0.24,-0.08,-0.19,-0.14,-0.16,-0.16,-0.02,-0.24,-0.2,-0.08,0.02,-0.02,-0.08,-0.27,-0.07,-0.18,-0.07,-0.17,-0.07,-0.03,-0.14,-0.02,0,0.13,0.03,0.16,-0.02,0.07,-0.09,0.14,0.22,0.31,0.13,0.33,0.37,0.38,0.32,0.41,0.32,0.44,0.25,0.25,0.2,0.3,0.37,0.29,0.33,0.39,0.23,0.15,0.29,0.36,0.31,0.19,0.1,0.24,0.31,0.24,0.23,0.19,0.2,0.07,0.09,0.15,0.2,0.18,0.19,0.23,0.18,0.18,0.25,0.35
Stanley,-51.68,Falkland Islands,south,64S-44S,0.05,-0.07,0.04,0.07,-0.02,-0.15,-0.2,-0.26,-0.23,-0.15,-0.27,-0.24,-0.22,-0.21,-0.35,-0.32,-0.14,-0.28,-0.21,-0.22,-0.29,-0.34,-0.43,-0.4,-0.49,-0.37,-0.23,-0.37,-0.48,-0.52,-0.45,-0.52,-0.29,-0.4,-0.18,-0.23,-0.17,-0.09,-0.22,-0.32,-0.48,-0.38,-0.28,-0.41,-0.46,-0.54,-0.45,-0.45,-0.48,-0.44,-0.47,-0.4,-0.53,-0.49,-0.38,-0.42,-0.33,-0.25,-0.11,-0.19,-0.2,-0.15,-0.05,0,-0.09,0,-0.24,-0.08,-0.19,-0.14,-0.16,-0.16,-0.02,-0.24,-0.2,-0.08,0.02,-0.02,-0.08,-0.27,-0.07,-0.18,-0.07,-0.17,-0.07,-0.03,-0.14,-0.02,0,0.13,0.03,0.16,-0.02,0.07,-0.09,0.14,0.22,0.31,0.13,0.33,0.37,0.38,0.32,0.41,0.32,0.44,0.25,0.25,0.2,0.3,0.37,0.29,0.33,0.39,0.23,0.15,0.29,0.36,0.31,0.19,0.1,0.24,0.31,0.24,0.23,0.19,0.2,0.07,0.09,0.15,0.2,0.18,0.19,0.23,0.18,0.18,0.25,0.35
Wellington,-41.28,New Zealand,south,44S-24S,-0.03,-0.05,0.03,0,-0.18,-0.3,-0.21,-0.27,-0.31,-0.15,-0.17,-0.17,0.02,0.03,-0.16,-0.21,-0.15,-0.21,-0.28,-0.17,-0.3,-0.29,-0.3,-0.38,-0.39,-0.34,-0.21,-0.22,-0.28,-0.37,-0.32,-0.43,-0.35,-0.27,-0.16,-0.14,-0.21,-0.22,-0.06,-0.14,-0.18,-0.23,-0.24,-0.26,-0.38,-0.24,-0.35,-0.31,-0.3,-0.42,-0.34,-0.42,-0.21,-0.22,-0.16,-0.31,-0.27,-0.2,-0.06,-0.05,0.03,0.03,0.06,0.07,0.19,0.04,-0.22,-0.19,-0.19,-0.17,-0.06,-0.22,-0.09,-0.08,-0.17,-0.15,-0.13,-0.09,-0.08,-0.03,-0.1,0.14,0.09,-0.11,-0.3,-0.23,-0.24,-0.09,-0.14,0,0.1,0.02,0.16,0.22,0.22,0.14,0.11,0.22,0.21,0.29,0.35,0.28,0.19,0.21,0.16,0.3,0.25,0.32,0.38,0.36,0.37,0.32,0.21,0.27,0.27,0.29,0.33,0.42,0.39,0.47,0.42,0.57,0.47,0.44,0.48,0.49,0.51,0.49,0.53,0.6,0.63,0.65,0.56,0.63,0.72,0.73,0.66,0.75
Edinburgh of the Seven Seas,-37.07,Tristan da Cunha,south,44S-24S,-0.03,-0.05,0.03,0,-0.18,-0.3,-0.21,-0.27,-0.31,-0.15,-0.17,-0.17,0.02,0.03,-0.16,-0.21,-0.15,-0.21,-0.28,-0.17,-0.3,-0.29,-0.3,-0.38,-0.39,-0.34,-0.21,-0.22,-0.28,-0.37,-0.32,-0.43,-0.35,-0.27,-0.16,-0.14,-0.21,-0.22,-0.06,-0.14,-0.18,-0.23,-0.24,-0.26,-0.38,-0.24,-0.35,-0.31,-0.3,-0.42,-0.34,-0.42,-0.21,-0.22,-0.16,-0.31,-0.27,-0.2,-0.06,-0.05,0.03,0.03,0.06,0.07,0.19,0.04,-0.22,-0.19,-0.19,-0.17,-0.06,-0.22,-0.09,-0.08,-0.17,-0.15,-0.13,-0.09,-0.08,-0.03,-0.1,0.14,0.09,-0.11,-0.3,-0.23,-0.24,-0.09,-0.14,0,0.1,0.02,0.16,0.22,0.22,0.14,0.11,0.22,0.21,0.29,0.35,0.28,0.19,0.21,0.16,0.3,0.25,0.32,0.38,0.36,0.37,0.32,0.21,0.27,0.27,0.29,0.33,0.42,0.39,0.47,0.42,0.57,0.47,0.44,0.48,0.49,0.51,0.49,0.53,0.6,0.63,0.65,0.56,0.63,0.72,0.73,0.66,0.75
Canberra,-35.30,Australia,south,44S-24S,-0.03,-0.05,0.03,0,-0.18,-0.3,-0.21,-0.27,-0.31,-0.15,-0.17,-0.17,0.02,0.03,-0.16,-0.21,-0.15,-0.21,-0.28,-0.17,-0.3,-0.29,-0.3,-0.38,-0.39,-0.34,-0.21,-0.22,-0.28,-0.37,-0.32,-0.43,-0.35,-0.27,-0.16,-0.14,-0.21,-0.22,-0.06,-0.14,-0.18,-0.23,-0.24,-0.26,-0.38,-0.24,-0.35,-0.31,-0.3,-0.42,-0.34,-0.42,-0.21,-0.22,-0.16,-0.31,-0.27,-0.2,-0.06,-0.05,0.03,0.03,0.06,0.07,0.19,0.04,-0.22,-0.19,-0.19,-0.17,-0.06,-0.22,-0.09,-0.08,-0.17,-0.15,-0.13,-0.09,-0.08,-0.03,-0.1,0.14,0.09,-0.11,-0.3,-0.23,-0.24,-0.09,-0.14,0,0.1,0.02,0.16,0.22,0.22,0.14,0.11,0.22,0.21,0.29,0.35,0.28,0.19,0.21,0.16,0.3,0.25,0.32,0.38,0.36,0.37,0.32,0.21,0.27,0.27,0.29,0.33,0.42,0.39,0.47,0.42,0.57,0.47,0.44,0.48,0.49,0.51,0.49,0.53,0.6,0.63,0.65,0.56,0.63,0.72,0.73,0.66,0.75
Montevideo,-34.88,Uruguay,south,44S-24S,-0.03,-0.05,0.03,0,-0.18,-0.3,-0.21,-0.27,-0.31,-0.15,-0.17,-0.17,0.02,0.03,-0.16,-0.21,-0.15,-0.21,-0.28,-0.17,-0.3,-0.29,-0.3,-0.38,-0.39,-0.34,-0.21,-0.22,-0.28,-0.37,-0.32,-0.43,-0.35,-0.27,-0.16,-0.14,-0.21,-0.22,-0.06,-0.14,-0.18,-0.23,-0.24,-0.26,-0.38,-0.24,-0.35,-0.31,-0.3,-0.42,-0.34,-0.42,-0.21,-0.22,-0.16,-0.31,-0.27,-0.2,-0.06,-0.05,0.03,0.03,0.06,0.07,0.19,0.04,-0.22,-0.19,-0.19,-0.17,-0.06,-0.22,-0.09,-0.08,-0.17,-0.15,-0.13,-0.09,-0.08,-0.03,-0.1,0.14,0.09,-0.11,-0.3,-0.23,-0.24,-0.09,-0.14,0,0.1,0.02,0.16,0.22,0.22,0.14,0.11,0.22,0.21,0.29,0.35,0.28,0.19,0.21,0.16,0.3,0.25,0.32,0.38,0.36,0.37,0.32,0.21,0.27,0.27,0.29,0.33,0.42,0.39,0.47,0.42,0.57,0.47,0.44,0.48,0.49,0.51,0.49,0.53,0.6,0.63,0.65,0.56,0.63,0.72,0.73,0.66,0.75
Buenos Aires,-34.60,Argentina,south,44S-24S,-0.03,-0.05,0.03,0,-0.18,-0.3,-0.21,-0.27,-0.31,-0.15,-0.17,-0.17,0.02,0.03,-0.16,-0.21,-0.15,-0.21,-0.28,-0.17,-0.3,-0.29,-0.3,-0.38,-0.39,-0.34,-0.21,-0.22,-0.28,-0.37,-0.32,-0.43,-0.35,-0.27,-0.16,-0.14,-0.21,-0.22,-0.06,-0.14,-0.18,-0.23,-0.24,-0.26,-0.38,-0.24,-0.35,-0.31,-0.3,-0.42,-0.34,-0.42,-0.21,-0.22,-0.16,-0.31,-0.27,-0.2,-0.06,-0.05,0.03,0.03,0.06,0.07,0.19,0.04,-0.22,-0.19,-0.19,-0.17,-0.06,-0.22,-0.09,-0.08,-0.17,-0.15,-0.13,-0.09,-0.08,-0.03,-0.1,0.14,0.09,-0.11,-0.3,-0.23,-0.24,-0.09,-0.14,0,0.1,0.02,0.16,0.22,0.22,0.14,0.11,0.22,0.21,0.29,0.35,0.28,0.19,0.21,0.16,0.3,0.25,0.32,0.38,0.36,0.37,0.32,0.21,0.27,0.27,0.29,0.33,0.42,0.39,0.47,0.42,0.57,0.47,0.44,0.48,0.49,0.51,0.49,0.53,0.6,0.63,0.65,0.56,0.63,0.72,0.73,0.66,0.75
Cape Town (legislative),-33.92,South Africa,south,44S-24S,-0.03,-0.05,0.03,0,-0.18,-0.3,-0.21,-0.27,-0.31,-0.15,-0.17,-0.17,0.02,0.03,-0.16,-0.21,-0.15,-0.21,-0.28,-0.17,-0.3,-0.29,-0.3,-0.38,-0.39,-0.34,-0.21,-0.22,-0.28,-0.37,-0.32,-0.43,-0.35,-0.27,-0.16,-0.14,-0.21,-0.22,-0.06,-0.14,-0.18,-0.23,-0.24,-0.26,-0.38,-0.24,-0.35,-0.31,-0.3,-0.42,-0.34,-0.42,-0.21,-0.22,-0.16,-0.31,-0.27,-0.2,-0.06,-0.05,0.03,0.03,0.06,0.07,0.19,0.04,-0.22,-0.19,-0.19,-0.17,-0.06,-0.22,-0.09,-0.08,-0.17,-0.15,-0.13,-0.09,-0.08,-0.03,-0.1,0.14,0.09,-0.11,-0.3,-0.23,-0.24,-0.09,-0.14,0,0.1,0.02,0.16,0.22,0.22,0.14,0.11,0.22,0.21,0.29,0.35,0.28,0.19,0.21,0.16,0.3,0.25,0.32,0.38,0.36,0.37,0.32,0.21,0.27,0.27,0.29,0.33,0.42,0.39,0.47,0.42,0.57,0.47,0.44,0.48,0.49,0.51,0.49,0.53,0.6,0.63,0.65,0.56,0.63,0.72,0.73,0.66,0.75
Santiago (official)Valparaíso (legislative),-33.45,Chile,south,44S-24S,-0.03,-0.05,0.03,0,-0.18,-0.3,-0.21,-0.27,-0.31,-0.15,-0.17,-0.17,0.02,0.03,-0.16,-0.21,-0.15,-0.21,-0.28,-0.17,-0.3,-0.29,-0.3,-0.38,-0.39,-0.34,-0.21,-0.22,-0.28,-0.37,-0.32,-0.43,-0.35,-0.27,-0.16,-0.14,-0.21,-0.22,-0.06,-0.14,-0.18,-0.23,-0.24,-0.26,-0.38,-0.24,-0.35,-0.31,-0.3,-0.42,-0.34,-0.42,-0.21,-0.22,-0.16,-0.31,-0.27,-0.2,-0.06,-0.05,0.03,0.03,0.06,0.07,0.19,0.04,-0.22,-0.19,-0.19,-0.17,-0.06,-0.22,-0.09,-0.08,-0.17,-0.15,-0.13,-0.09,-0.08,-0.03,-0.1,0.14,0.09,-0.11,-0.3,-0.23,-0.24,-0.09,-0.14,0,0.1,0.02,0.16,0.22,0.22,0.14,0.11,0.22,0.21,0.29,0.35,0.28,0.19,0.21,0.16,0.3,0.25,0.32,0.38,0.36,0.37,0.32,0.21,0.27,0.27,0.29,0.33,0.42,0.39,0.47,0.42,0.57,0.47,0.44,0.48,0.49,0.51,0.49,0.53,0.6,0.63,0.65,0.56,0.63,0.72,0.73,0.66,0.75
Maseru,-29.30,Lesotho,south,44S-24S,-0.03,-0.05,0.03,0,-0.18,-0.3,-0.21,-0.27,-0.31,-0.15,-0.17,-0.17,0.02,0.03,-0.16,-0.21,-0.15,-0.21,-0.28,-0.17,-0.3,-0.29,-0.3,-0.38,-0.39,-0.34,-0.21,-0.22,-0.28,-0.37,-0.32,-0.43,-0.35,-0.27,-0.16,-0.14,-0.21,-0.22,-0.06,-0.14,-0.18,-0.23,-0.24,-0.26,-0.38,-0.24,-0.35,-0.31,-0.3,-0.42,-0.34,-0.42,-0.21,-0.22,-0.16,-0.31,-0.27,-0.2,-0.06,-0.05,0.03,0.03,0.06,0.07,0.19,0.04,-0.22,-0.19,-0.19,-0.17,-0.06,-0.22,-0.09,-0.08,-0.17,-0.15,-0.13,-0.09,-0.08,-0.03,-0.1,0.14,0.09,-0.11,-0.3,-0.23,-0.24,-0.09,-0.14,0,0.1,0.02,0.16,0.22,0.22,0.14,0.11,0.22,0.21,0.29,0.35,0.28,0.19,0.21,0.16,0.3,0.25,0.32,0.38,0.36,0.37,0.32,0.21,0.27,0.27,0.29,0.33,0.42,0.39,0.47,0.42,0.57,0.47,0.44,0.48,0.49,0.51,0.49,0.53,0.6,0.63,0.65,0.56,0.63,0.72,0.73,0.66,0.75
Bloemfontein(judicial),-29.12,South Africa,south,44S-24S,-0.03,-0.05,0.03,0,-0.18,-0.3,-0.21,-0.27,-0.31,-0.15,-0.17,-0.17,0.02,0.03,-0.16,-0.21,-0.15,-0.21,-0.28,-0.17,-0.3,-0.29,-0.3,-0.38,-0.39,-0.34,-0.21,-0.22,-0.28,-0.37,-0.32,-0.43,-0.35,-0.27,-0.16,-0.14,-0.21,-0.22,-0.06,-0.14,-0.18,-0.23,-0.24,-0.26,-0.38,-0.24,-0.35,-0.31,-0.3,-0.42,-0.34,-0.42,-0.21,-0.22,-0.16,-0.31,-0.27,-0.2,-0.06,-0.05,0.03,0.03,0.06,0.07,0.19,0.04,-0.22,-0.19,-0.19,-0.17,-0.06,-0.22,-0.09,-0.08,-0.17,-0.15,-0.13,-0.09,-0.08,-0.03,-0.1,0.14,0.09,-0.11,-0.3,-0.23,-0.24,-0.09,-0.14,0,0.1,0.02,0.16,0.22,0.22,0.14,0.11,0.22,0.21,0.29,0.35,0.28,0.19,0.21,0.16,0.3,0.25,0.32,0.38,0.36,0.37,0.32,0.21,0.27,0.27,0.29,0.33,0.42,0.39,0.47,0.42,0.57,0.47,0.44,0.48,0.49,0.51,0.49,0.53,0.6,0.63,0.65,0.56,0.63,0.72,0.73,0.66,0.75
Kingston,-29.05,Norfolk Island,south,44S-24S,-0.03,-0.05,0.03,0,-0.18,-0.3,-0.21,-0.27,-0.31,-0.15,-0.17,-0.17,0.02,0.03,-0.16,-0.21,-0.15,-0.21,-0.28,-0.17,-0.3,-0.29,-0.3,-0.38,-0.39,-0.34,-0.21,-0.22,-0.28,-0.37,-0.32,-0.43,-0.35,-0.27,-0.16,-0.14,-0.21,-0.22,-0.06,-0.14,-0.18,-0.23,-0.24,-0.26,-0.38,-0.24,-0.35,-0.31,-0.3,-0.42,-0.34,-0.42,-0.21,-0.22,-0.16,-0.31,-0.27,-0.2,-0.06,-0.05,0.03,0.03,0.06,0.07,0.19,0.04,-0.22,-0.19,-0.19,-0.17,-0.06,-0.22,-0.09,-0.08,-0.17,-0.15,-0.13,-0.09,-0.08,-0.03,-0.1,0.14,0.09,-0.11,-0.3,-0.23,-0.24,-0.09,-0.14,0,0.1,0.02,0.16,0.22,0.22,0.14,0.11,0.22,0.21,0.29,0.35,0.28,0.19,0.21,0.16,0.3,0.25,0.32,0.38,0.36,0.37,0.32,0.21,0.27,0.27,0.29,0.33,0.42,0.39,0.47,0.42,0.57,0.47,0.44,0.48,0.49,0.51,0.49,0.53,0.6,0.63,0.65,0.56,0.63,0.72,0.73,0.66,0.75
Hanga Roa,-27.15,Easter Island,south,44S-24S,-0.03,-0.05,0.03,0,-0.18,-0.3,-0.21,-0.27,-0.31,-0.15,-0.17,-0.17,0.02,0.03,-0.16,-0.21,-0.15,-0.21,-0.28,-0.17,-0.3,-0.29,-0.3,-0.38,-0.39,-0.34,-0.21,-0.22,-0.28,-0.37,-0.32,-0.43,-0.35,-0.27,-0.16,-0.14,-0.21,-0.22,-0.06,-0.14,-0.18,-0.23,-0.24,-0.26,-0.38,-0.24,-0.35,-0.31,-0.3,-0.42,-0.34,-0.42,-0.21,-0.22,-0.16,-0.31,-0.27,-0.2,-0.06,-0.05,0.03,0.03,0.06,0.07,0.19,0.04,-0.22,-0.19,-0.19,-0.17,-0.06,-0.22,-0.09,-0.08,-0.17,-0.15,-0.13,-0.09,-0.08,-0.03,-0.1,0.14,0.09,-0.11,-0.3,-0.23,-0.24,-0.09,-0.14,0,0.1,0.02,0.16,0.22,0.22,0.14,0.11,0.22,0.21,0.29,0.35,0.28,0.19,0.21,0.16,0.3,0.25,0.32,0.38,0.36,0.37,0.32,0.21,0.27,0.27,0.29,0.33,0.42,0.39,0.47,0.42,0.57,0.47,0.44,0.48,0.49,0.51,0.49,0.53,0.6,0.63,0.65,0.56,0.63,0.72,0.73,0.66,0.75
Lobamba (royal and legislative),-26.42,Swaziland,south,44S-24S,-0.03,-0.05,0.03,0,-0.18,-0.3,-0.21,-0.27,-0.31,-0.15,-0.17,-0.17,0.02,0.03,-0.16,-0.21,-0.15,-0.21,-0.28,-0.17,-0.3,-0.29,-0.3,-0.38,-0.39,-0.34,-0.21,-0.22,-0.28,-0.37,-0.32,-0.43,-0.35,-0.27,-0.16,-0.14,-0.21,-0.22,-0.06,-0.14,-0.18,-0.23,-0.24,-0.26,-0.38,-0.24,-0.35,-0.31,-0.3,-0.42,-0.34,-0.42,-0.21,-0.22,-0.16,-0.31,-0.27,-0.2,-0.06,-0.05,0.03,0.03,0.06,0.07,0.19,0.04,-0.22,-0.19,-0.19,-0.17,-0.06,-0.22,-0.09,-0.08,-0.17,-0.15,-0.13,-0.09,-0.08,-0.03,-0.1,0.14,0.09,-0.11,-0.3,-0.23,-0.24,-0.09,-0.14,0,0.1,0.02,0.16,0.22,0.22,0.14,0.11,0.22,0.21,0.29,0.35,0.28,0.19,0.21,0.16,0.3,0.25,0.32,0.38,0.36,0.37,0.32,0.21,0.27,0.27,0.29,0.33,0.42,0.39,0.47,0.42,0.57,0.47,0.44,0.48,0.49,0.51,0.49,0.53,0.6,0.63,0.65,0.56,0.63,0.72,0.73,0.66,0.75
Mbabane (administrative),-26.32,Swaziland,south,44S-24S,-0.03,-0.05,0.03,0,-0.18,-0.3,-0.21,-0.27,-0.31,-0.15,-0.17,-0.17,0.02,0.03,-0.16,-0.21,-0.15,-0.21,-0.28,-0.17,-0.3,-0.29,-0.3,-0.38,-0.39,-0.34,-0.21,-0.22,-0.28,-0.37,-0.32,-0.43,-0.35,-0.27,-0.16,-0.14,-0.21,-0.22,-0.06,-0.14,-0.18,-0.23,-0.24,-0.26,-0.38,-0.24,-0.35,-0.31,-0.3,-0.42,-0.34,-0.42,-0.21,-0.22,-0.16,-0.31,-0.27,-0.2,-0.06,-0.05,0.03,0.03,0.06,0.07,0.19,0.04,-0.22,-0.19,-0.19,-0.17,-0.06,-0.22,-0.09,-0.08,-0.17,-0.15,-0.13,-0.09,-0.08,-0.03,-0.1,0.14,0.09,-0.11,-0.3,-0.23,-0.24,-0.09,-0.14,0,0.1,0.02,0.16,0.22,0.22,0.14,0.11,0.22,0.21,0.29,0.35,0.28,0.19,0.21,0.16,0.3,0.25,0.32,0.38,0.36,0.37,0.32,0.21,0.27,0.27,0.29,0.33,0.42,0.39,0.47,0.42,0.57,0.47,0.44,0.48,0.49,0.51,0.49,0.53,0.6,0.63,0.65,0.56,0.63,0.72,0.73,0.66,0.75
Maputo,-25.97,Mozambique,south,44S-24S,-0.03,-0.05,0.03,0,-0.18,-0.3,-0.21,-0.27,-0.31,-0.15,-0.17,-0.17,0.02,0.03,-0.16,-0.21,-0.15,-0.21,-0.28,-0.17,-0.3,-0.29,-0.3,-0.38,-0.39,-0.34,-0.21,-0.22,-0.28,-0.37,-0.32,-0.43,-0.35,-0.27,-0.16,-0.14,-0.21,-0.22,-0.06,-0.14,-0.18,-0.23,-0.24,-0.26,-0.38,-0.24,-0.35,-0.31,-0.3,-0.42,-0.34,-0.42,-0.21,-0.22,-0.16,-0.31,-0.27,-0.2,-0.06,-0.05,0.03,0.03,0.06,0.07,0.19,0.04,-0.22,-0.19,-0.19,-0.17,-0.06,-0.22,-0.09,-0.08,-0.17,-0.15,-0.13,-0.09,-0.08,-0.03,-0.1,0.14,0.09,-0.11,-0.3,-0.23,-0.24,-0.09,-0.14,0,0.1,0.02,0.16,0.22,0.22,0.14,0.11,0.22,0.21,0.29,0.35,0.28,0.19,0.21,0.16,0.3,0.25,0.32,0.38,0.36,0.37,0.32,0.21,0.27,0.27,0.29,0.33,0.42,0.39,0.47,0.42,0.57,0.47,0.44,0.48,0.49,0.51,0.49,0.53,0.6,0.63,0.65,0.56,0.63,0.72,0.73,0.66,0.75
Pretoria (executive),-25.73,South Africa,south,44S-24S,-0.03,-0.05,0.03,0,-0.18,-0.3,-0.21,-0.27,-0.31,-0.15,-0.17,-0.17,0.02,0.03,-0.16,-0.21,-0.15,-0.21,-0.28,-0.17,-0.3,-0.29,-0.3,-0.38,-0.39,-0.34,-0.21,-0.22,-0.28,-0.37,-0.32,-0.43,-0.35,-0.27,-0.16,-0.14,-0.21,-0.22,-0.06,-0.14,-0.18,-0.23,-0.24,-0.26,-0.38,-0.24,-0.35,-0.31,-0.3,-0.42,-0.34,-0.42,-0.21,-0.22,-0.16,-0.31,-0.27,-0.2,-0.06,-0.05,0.03,0.03,0.06,0.07,0.19,0.04,-0.22,-0.19,-0.19,-0.17,-0.06,-0.22,-0.09,-0.08,-0.17,-0.15,-0.13,-0.09,-0.08,-0.03,-0.1,0.14,0.09,-0.11,-0.3,-0.23,-0.24,-0.09,-0.14,0,0.1,0.02,0.16,0.22,0.22,0.14,0.11,0.22,0.21,0.29,0.35,0.28,0.19,0.21,0.16,0.3,0.25,0.32,0.38,0.36,0.37,0.32,0.21,0.27,0.27,0.29,0.33,0.42,0.39,0.47,0.42,0.57,0.47,0.44,0.48,0.49,0.51,0.49,0.53,0.6,0.63,0.65,0.56,0.63,0.72,0.73,0.66,0.75
